customer_id,first_name,last_name,email,phone,date_of_birth,join_date,customer_segment
CUST-00512,Jacob,Jones,erinshaw@example.com,+1-618-563-5437x21977,1949-12-15,2025-01-12,Retail
CUST-00513,Krystal,Cook,zwhite@example.com,7178870061,1981-06-09,2023-06-15,Retail
CUST-00514,Richard,Sampson,bjackson@example.org,570-304-7422,1999-02-02,2025-12-29,Retail
CUST-00515,Michael,Garza,justin88@example.org,001-720-750-8896x81958,1969-07-11,2026-03-20,Corporate
CUST-00516,Michael,Sanders,achandler@example.com,001-385-805-1200,1985-11-14,2025-07-22,Retail
CUST-00517,Sara,Smith,millersherri@example.com,6218648796,1979-09-07,2022-09-05,Corporate
CUST-00518,Brian,Beck,atkinsonmichael@example.net,658-799-3191,1937-03-24,2024-04-06,Corporate
CUST-00519,Amber,Burgess,stonejacqueline@example.org,936-419-1383x5996,1943-10-06,2021-09-10,Retail
CUST-00520,Alexis,Hernandez,cstephens@example.net,+1-339-460-7691x8135,1946-09-14,2022-04-16,Retail
CUST-00521,Brittney,Bruce,luis12@example.com,462-309-3792x18362,1973-03-27,2026-02-14,Corporate
CUST-00522,Daniel,Johnson,lucasjerry@example.org,238-669-0013x267,1951-12-21,2022-03-28,Retail
CUST-00523,David,Kelley,hendrickstroy@example.org,+1-947-962-0964x63648,1990-10-12,2024-01-07,Retail
CUST-00524,Jeremy,Vega,hodgestara@example.org,757.476.1799x3842,2006-03-17,2021-10-22,Wealth
CUST-00525,James,Powell,wclark@example.com,835-755-3766x33461,1935-07-18,2025-03-25,Corporate
CUST-00526,Wayne,Flores,nicoleescobar@example.org,001-561-753-3792x79293,1951-08-08,2025-08-03,Wealth
CUST-00527,Pamela,Smith,bartonaaron@example.com,001-535-523-0102x36926,1955-10-30,2024-12-22,Wealth
CUST-00528,David,Montgomery,jasonsaunders@example.net,5487714878,1997-02-14,2022-05-30,Corporate
CUST-00529,Lisa,Fisher,laurendavis@example.com,929.470.0655,1955-03-01,2022-07-04,Wealth
CUST-00530,Jennifer,Scott,margaretfitzgerald@example.org,239-395-2153,1937-04-02,2025-06-17,Retail
CUST-00531,Todd,Erickson,karina15@example.com,001-982-623-5671x936,1952-03-18,2024-06-11,Retail
CUST-00532,Joseph,Medina,timothy20@example.org,(936)749-6343,2002-08-04,2023-01-05,Corporate
CUST-00533,Ernest,Phillips,martineztricia@example.net,(882)426-1665,1974-04-02,2024-04-06,Wealth
CUST-00534,Courtney,Taylor,kurtobrien@example.net,(616)967-7157,1945-11-09,2026-03-17,Retail
CUST-00535,Jared,Richards,andrewbrooks@example.com,(445)364-4844,1993-03-06,2023-04-03,Corporate
CUST-00536,Eric,Harvey,flowerssean@example.org,405.604.1335x233,1983-06-30,2025-12-28,Corporate
CUST-00537,Erica,Hensley,lialan@example.com,418-898-8742,1988-04-24,2024-03-25,Retail
CUST-00538,Cindy,Stevenson,john88@example.com,676.466.3882x14674,1975-10-03,2025-02-26,Wealth
CUST-00539,Cynthia,Bowers,kingsharon@example.com,(698)393-7226,1985-01-04,2023-01-23,Wealth
CUST-00540,Brandon,Hinton,ricechristopher@example.com,643-290-8774,1954-12-30,2021-06-18,Corporate
CUST-00541,Eric,Burns,nicole08@example.com,949.700.0074x6218,1950-04-12,2026-02-23,Wealth
CUST-00542,Joseph,Leonard,zscott@example.org,8392874798,1995-11-19,2021-12-30,Wealth
CUST-00543,Travis,Reid,rpadilla@example.org,254.496.1249,1998-11-02,2021-07-31,Corporate
CUST-00544,Tyler,Davis,gillespiestephanie@example.com,965.918.4295x20846,1970-04-27,2024-12-31,Wealth
CUST-00545,Vanessa,Garcia,michael73@example.org,7475497139,1945-12-03,2023-11-28,Corporate
CUST-00546,William,Mathews,jmccann@example.net,552.589.2032x765,1972-02-20,2025-04-26,Retail
CUST-00547,Joseph,Craig,phowell@example.net,001-940-274-5548x015,1959-12-29,2025-10-11,Retail
CUST-00548,Amanda,Mack,escobarcharles@example.com,889-864-1613,1973-11-10,2023-09-13,Corporate
CUST-00549,Scott,Barr,theresawagner@example.com,918-884-2954x002,1998-12-01,2025-08-14,Corporate
CUST-00550,Nicholas,Perez,jsalazar@example.org,(695)656-1013x319,1949-01-04,2026-01-07,Corporate
CUST-00551,Allison,Crosby,usanchez@example.net,(738)984-1782,1995-11-10,2021-08-30,Retail
CUST-00552,Tammy,Morgan,lestermelissa@example.org,(906)341-8319x550,1947-06-14,2022-03-04,Wealth
CUST-00553,Daniel,Villarreal,crystal63@example.net,(865)823-5276,1941-03-16,2024-03-23,Wealth
CUST-00554,Heather,Miller,kylebenson@example.com,413-710-7098x78804,1960-04-09,2024-10-24,Retail
CUST-00555,Rachel,Wilson,paula89@example.net,(937)262-7005x8028,1971-10-05,2024-01-03,Retail
CUST-00556,Eddie,Hernandez,andrewgilmore@example.net,921.346.7946,1938-10-28,2021-06-16,Retail
CUST-00557,Anthony,Archer,dominique94@example.net,(835)640-2857,1937-05-08,2025-05-04,Corporate
CUST-00558,Nicholas,Mendoza,ymorgan@example.net,001-224-374-5365x3960,1981-09-28,2025-07-13,Retail
CUST-00559,James,Woods,kevin85@example.org,001-720-980-0945,1999-02-13,2023-03-19,Wealth
CUST-00560,Hayley,Hoffman,sullivanmario@example.com,4689797392,2008-01-29,2023-05-15,Wealth
CUST-00561,Jacqueline,Woodward,william05@example.net,(598)719-4466x8267,1999-08-14,2021-11-04,Corporate
CUST-00562,Tina,Jacobson,piercechristopher@example.com,001-451-690-4282,1970-02-26,2021-08-25,Wealth
CUST-00563,Stephanie,Perez,aaguirre@example.com,715-325-5901,1970-04-27,2021-04-17,Retail
CUST-00564,Julie,Middleton,xmay@example.com,(913)983-4594x52686,1938-06-25,2022-08-29,Corporate
CUST-00565,Jeremiah,White,phyllis84@example.net,3057962557,1998-10-29,2026-03-13,Wealth
CUST-00566,Brian,Wheeler,karenlynn@example.org,+1-562-222-0693,2007-06-17,2025-07-22,Retail
CUST-00567,Jason,Pierce,anthonyadams@example.com,756.624.4306x213,1937-01-01,2024-04-04,Wealth
CUST-00568,Patricia,Phillips,hernandezbradley@example.com,001-221-736-2954x513,1992-09-21,2022-04-12,Wealth
CUST-00569,David,Dickson,petermanning@example.net,809-540-9284x916,1937-04-03,2025-04-20,Wealth
CUST-00570,Carl,Anthony,pattersonroberto@example.org,270-316-9432x84348,1994-06-08,2021-12-15,Retail
CUST-00571,Veronica,Wu,gvelez@example.com,+1-222-252-5142,1973-11-23,2024-09-18,Retail
CUST-00572,Kimberly,Davis,geraldburns@example.net,(609)224-8895x22090,1973-12-10,2025-02-23,Wealth
CUST-00573,Roy,Jones,kristincharles@example.org,(482)795-8693x113,1998-10-12,2024-11-13,Wealth
CUST-00574,Cory,Cook,ggill@example.net,(670)819-0555,1956-11-30,2022-11-29,Retail
CUST-00575,Amy,Mcdowell,petermathews@example.net,858-885-0158x823,2000-03-03,2022-09-19,Corporate
CUST-00576,Robin,Sullivan,millertyler@example.com,9545213763,1948-10-08,2022-02-10,Corporate
CUST-00577,Katherine,Valdez,staceydickson@example.com,533-735-8758,1978-12-15,2023-05-10,Corporate
CUST-00578,Jennifer,Marquez,sfreeman@example.org,476.953.4053,1961-05-05,2022-11-27,Wealth
CUST-00579,Laura,Anthony,marquezdanielle@example.com,263-824-3061x635,1938-08-11,2023-03-09,Corporate
CUST-00580,Tamara,Holmes,savagejoseph@example.net,805-912-1207x7729,1958-06-16,2021-12-17,Corporate
CUST-00581,Kenneth,Estrada,vargasmario@example.net,833.636.1351,2005-03-31,2021-05-05,Corporate
CUST-00582,Gina,Shaw,moralesalexandra@example.net,(783)893-6127,1949-01-08,2023-10-15,Corporate
CUST-00583,Amy,Garcia,comptonlaurie@example.com,001-994-338-8386x206,1987-05-19,2024-01-20,Wealth
CUST-00584,John,Aguilar,ncobb@example.com,001-448-540-7232,1949-09-20,2022-09-02,Corporate
CUST-00585,David,Hahn,fisherandrea@example.net,975.575.1611x9958,1990-11-02,2022-10-11,Corporate
CUST-00586,Christine,Washington,stevejones@example.net,752-774-2975,1958-03-16,2022-12-12,Wealth
CUST-00587,Kimberly,Stanton,tiffany37@example.net,001-704-452-8331,1949-04-20,2021-11-17,Wealth
CUST-00588,David,Ryan,russellcoleman@example.com,223-895-9743x68541,2005-02-25,2025-07-25,Retail
CUST-00589,Tiffany,White,brownjustin@example.net,522.436.9689,1973-08-04,2023-04-01,Wealth
CUST-00590,Jessica,Terry,jhenderson@example.com,+1-216-547-6098x07432,1977-04-08,2022-08-09,Retail
CUST-00591,Madison,Duncan,leahrobinson@example.org,4277812987,1944-07-16,2022-02-07,Wealth
CUST-00592,Robert,Ruiz,reyeskimberly@example.net,915.922.6963x5216,1990-01-14,2021-10-04,Retail
CUST-00593,Jennifer,Thornton,amy83@example.com,(354)806-6833,1998-10-25,2023-01-28,Wealth
CUST-00594,Savannah,Pineda,amanda40@example.net,247-364-9219x081,1938-12-20,2026-02-04,Corporate
CUST-00595,Ruben,Mclaughlin,daniel89@example.net,778.464.9049,1984-12-23,2023-07-21,Retail
CUST-00596,Crystal,Sanchez,lyonsbelinda@example.org,001-356-709-2926x43643,1968-08-27,2025-02-07,Corporate
CUST-00597,Natalie,Forbes,smithjennifer@example.net,495-454-6550,1995-12-18,2022-03-22,Corporate
CUST-00598,Audrey,Herrera,mhorn@example.org,(442)462-9947,1966-03-31,2025-03-01,Wealth
CUST-00599,Christina,James,cheyennemoore@example.net,(803)951-3516x79433,1973-05-02,2025-08-29,Retail
CUST-00600,Tyler,Walker,stevenstimothy@example.com,791.415.6251x61298,1986-02-27,2024-08-03,Corporate
CUST-00601,Sandra,Smith,shellycarroll@example.net,415.491.1690x79189,1998-12-02,2025-05-14,Wealth
CUST-00602,Jennifer,Arnold,schroederanthony@example.com,4738135539,1938-05-04,2023-07-09,Corporate
CUST-00603,Shane,Mullins,garykennedy@example.com,7998736646,1956-01-07,2025-01-06,Corporate
CUST-00604,Ashley,Ward,durannichole@example.org,554.238.3029x7362,1940-04-16,2025-01-01,Corporate
CUST-00605,Isaac,Perez,hernandezgarrett@example.org,209-886-5296x61636,1984-12-07,2025-01-28,Corporate
CUST-00606,Ethan,Stout,zcain@example.com,+1-531-792-9755,1935-12-22,2022-07-04,Wealth
CUST-00607,Barbara,Jenkins,davidbaker@example.com,001-695-337-5946x42594,1997-12-30,2023-01-18,Wealth
CUST-00608,Samantha,Fisher,hernandezmelissa@example.net,485.421.7913,2007-11-21,2023-06-21,Corporate
CUST-00609,Becky,Johnson,travis32@example.org,(368)839-0097,1989-03-06,2021-05-25,Wealth
CUST-00610,Joseph,Odonnell,lisacordova@example.org,+1-577-433-1051x212,1949-04-17,2025-01-05,Wealth
CUST-00611,Deborah,Horne,joshuamoore@example.org,926-618-5243,2002-12-20,2023-07-07,Retail
CUST-00612,Heather,Sharp,thomaszachary@example.org,736-496-8117,1937-11-15,2024-11-14,Retail
CUST-00613,Katherine,Young,ediaz@example.net,001-201-709-1261,1953-05-16,2023-10-23,Retail
CUST-00614,Christopher,Chung,bonilladavid@example.com,(724)390-5810,1985-05-19,2023-04-06,Wealth
CUST-00615,Phillip,Williams,stephen27@example.org,001-470-502-2200,1992-02-08,2023-05-20,Retail
CUST-00616,James,Gonzalez,kathy52@example.com,+1-994-776-0186x170,1963-12-17,2023-11-22,Retail
CUST-00617,Christopher,Pitts,hdavidson@example.org,+1-520-333-6457,1935-12-26,2022-10-21,Corporate
CUST-00618,Elizabeth,Wilson,vtaylor@example.com,+1-219-821-7653x358,1969-01-18,2021-04-14,Corporate
CUST-00619,Deanna,York,benjamin57@example.org,+1-596-369-9379,1942-03-05,2022-07-05,Retail
CUST-00620,Mary,Castillo,jason66@example.net,440.443.1077,1939-04-12,2022-03-03,Retail
CUST-00621,Kelly,Jones,samuelnichols@example.net,617.508.2113x6613,1954-05-09,2024-05-05,Wealth
CUST-00622,Matthew,Smith,hernandezbrian@example.com,001-614-518-9495x217,1960-11-13,2025-08-14,Corporate
CUST-00623,Michael,Jones,franklinjohnny@example.net,001-603-928-6543x9946,1944-05-22,2024-11-29,Retail
CUST-00624,Jeffrey,Jones,briannawilson@example.com,+1-358-918-8965,1991-03-30,2026-02-20,Retail
CUST-00625,Donald,Keith,rmosley@example.net,001-638-471-5082,2007-09-19,2021-05-24,Corporate
CUST-00626,Dawn,Mendez,ovasquez@example.net,+1-911-231-8297x33746,1956-10-29,2021-06-04,Retail
CUST-00627,Ronald,Johnson,chelseapayne@example.net,998-510-8221,1956-07-28,2023-03-13,Corporate
CUST-00628,Darrell,Armstrong,mforbes@example.org,(444)732-6850x48047,1956-10-15,2024-08-15,Corporate
CUST-00629,Kimberly,Pennington,williamscody@example.net,8087644183,1941-12-25,2024-09-05,Retail
CUST-00630,Alyssa,Wilson,donald15@example.org,+1-703-425-9733x19499,1998-12-29,2025-09-05,Corporate
CUST-00631,Alan,Price,yfranklin@example.net,913-576-7760x18546,2003-12-02,2025-10-16,Retail
CUST-00632,Peggy,Cline,kevinlopez@example.org,307.233.2642,1940-08-29,2021-05-09,Corporate
CUST-00633,Sandy,Bell,wrightjohn@example.com,001-374-623-1321x3461,1970-01-17,2024-06-07,Wealth
CUST-00634,Rachel,Conley,dmitchell@example.net,(842)275-4388,1945-11-24,2023-01-01,Corporate
CUST-00635,Raymond,Rogers,catherine97@example.com,919-901-9091x07932,2001-06-03,2025-12-31,Wealth
CUST-00636,Mark,Mathis,andrew12@example.com,+1-721-414-0052x83736,1986-07-08,2023-08-11,Corporate
CUST-00637,David,Rogers,rebeccabyrd@example.org,(674)980-1484,1972-08-29,2024-05-09,Retail
CUST-00638,Ellen,Chandler,jamesduffy@example.com,(655)871-0240x5780,1938-11-23,2025-06-07,Corporate
CUST-00639,Francisco,Ortiz,salazarmichael@example.com,679.542.8043x6530,1961-04-30,2025-04-03,Corporate
CUST-00640,Melanie,Chavez,lvasquez@example.org,982-536-3578x73083,2007-01-04,2024-11-26,Wealth
CUST-00641,Lauren,Jones,scottheather@example.org,001-896-579-3660,1996-11-13,2022-11-05,Retail
CUST-00642,Samuel,Mitchell,pmccormick@example.org,896-601-0800x1444,1962-02-25,2025-12-01,Corporate
CUST-00643,Kelsey,Jones,butleramy@example.org,416-383-9800x75900,1978-01-02,2026-02-07,Wealth
CUST-00644,John,Davis,williamsjoshua@example.com,407.597.8333x523,2004-03-21,2021-05-12,Wealth
CUST-00645,Maria,Aguirre,john45@example.org,001-841-571-8307x8633,1966-07-30,2022-05-23,Wealth
CUST-00646,Katherine,Jones,jonesangela@example.com,+1-221-250-4959x1311,1955-04-14,2024-03-18,Wealth
CUST-00647,Matthew,Davenport,ycunningham@example.org,+1-558-916-9140x019,1942-08-26,2024-03-08,Retail
CUST-00648,David,Lee,jacoblindsey@example.org,247-754-1849,1938-09-29,2025-09-21,Retail
CUST-00649,Brian,Rivas,danielallen@example.net,7163133820,1968-03-14,2024-01-03,Wealth
CUST-00650,Daniel,Harris,keithsolis@example.org,425-363-6718,1975-05-28,2022-01-19,Retail
CUST-00651,Sheila,Cole,dwolfe@example.com,697.655.9576x5680,1960-12-29,2026-03-01,Wealth
CUST-00652,Clayton,Smith,joseph99@example.org,877.211.6188x7667,1982-08-16,2025-11-10,Corporate
CUST-00653,Robert,Barry,sarahosborne@example.com,+1-349-948-4413,2004-11-27,2025-07-21,Corporate
CUST-00654,James,Huang,collinsjames@example.net,620.298.0709x8529,1970-02-24,2025-01-13,Wealth
CUST-00655,Amanda,Ramsey,gclark@example.com,+1-960-250-5996x182,1963-08-30,2021-10-05,Wealth
CUST-00656,Jessica,Thomas,bakermonique@example.net,8543235283,1981-03-18,2021-07-15,Wealth
CUST-00657,Jennifer,Hanna,fwalker@example.net,+1-253-743-7524x810,1948-09-29,2024-06-01,Corporate
CUST-00658,Robert,Duncan,benjaminford@example.net,513.569.8045,1958-09-07,2025-12-21,Retail
CUST-00659,Michelle,Anthony,david87@example.org,787.763.5683,1954-11-27,2021-12-26,Corporate
CUST-00660,Catherine,Douglas,gina76@example.com,(601)302-2807,1973-07-14,2024-05-10,Retail
CUST-00661,Bryan,Alexander,martintimothy@example.org,001-348-971-1870x4280,1939-07-10,2024-12-25,Corporate
CUST-00662,Victoria,Clay,xwilkins@example.org,229.594.5725,1945-03-21,2022-05-10,Wealth
CUST-00663,Kathy,Clayton,walter03@example.org,001-309-346-7347x78470,1976-04-11,2021-12-12,Corporate
CUST-00664,Matthew,Smith,wgonzalez@example.net,242.955.8539,1953-12-23,2023-12-01,Retail
CUST-00665,Mitchell,Wright,zmay@example.net,+1-234-823-5065x7253,1944-03-30,2022-09-29,Wealth
CUST-00666,Joel,Aguilar,nielsenwilliam@example.com,875.238.9831x132,1936-03-26,2023-07-07,Retail
CUST-00667,Paul,Ramos,scooper@example.org,507-293-9062,1958-02-20,2024-01-02,Wealth
CUST-00668,Elaine,Smith,mary40@example.org,001-399-287-0752x0149,1975-11-03,2025-01-19,Corporate
CUST-00669,Jacob,Tucker,garciaaustin@example.com,870.978.6471,2005-09-24,2021-06-23,Corporate
CUST-00670,Joseph,Garcia,veronicarogers@example.com,(944)427-8737x657,2003-04-24,2025-03-23,Retail
CUST-00671,Sarah,Guzman,jenna29@example.net,(443)623-6260,1954-11-03,2025-05-22,Corporate
CUST-00672,Wendy,Tanner,debra87@example.net,618-747-7584,1945-12-20,2022-01-10,Retail
CUST-00673,Cory,Reynolds,terryleah@example.net,(248)664-5574,1967-03-25,2025-10-10,Corporate
CUST-00674,Susan,Baker,tyler16@example.org,(323)823-5561x3680,1966-11-18,2022-06-07,Corporate
CUST-00675,Steven,Turner,jonathanparker@example.com,+1-795-301-6428x396,1995-10-14,2023-04-09,Wealth
CUST-00676,Corey,Williams,jason02@example.org,(929)376-7618,1989-02-20,2025-04-12,Wealth
CUST-00677,Christopher,White,nkim@example.org,001-604-503-0640x01574,1999-03-14,2021-09-08,Corporate
CUST-00678,Jonathan,Ochoa,chasepatrick@example.net,+1-328-489-2985x644,1990-07-05,2022-10-07,Retail
CUST-00679,Justin,Robinson,monroejoseph@example.com,958.518.5661x135,2000-12-17,2025-11-26,Retail
CUST-00680,Denise,Adkins,evanscynthia@example.net,445-608-2964,1949-03-21,2023-11-27,Wealth
CUST-00681,Karen,Thomas,alexis12@example.com,(548)745-5469,1942-08-21,2024-09-18,Retail
CUST-00682,Amanda,Small,kathy19@example.com,3324319329,1957-08-04,2021-05-16,Wealth
CUST-00683,Susan,Brown,wcarr@example.com,+1-323-229-3521x560,1975-12-08,2022-12-10,Corporate
CUST-00684,Belinda,Edwards,qwright@example.com,588-837-1434x087,1996-09-14,2025-12-28,Corporate
CUST-00685,Christine,Sanchez,anne30@example.com,001-654-503-7165x1626,1987-10-12,2024-06-29,Wealth
CUST-00686,Nathan,Shaw,meganevans@example.com,(879)857-0180,1967-12-24,2021-12-28,Retail
CUST-00687,Emily,Bennett,freed@example.net,501-852-0296x176,1992-02-15,2021-06-30,Wealth
CUST-00688,Susan,Hernandez,ustephens@example.org,(230)272-0646x5693,1986-07-11,2025-01-09,Corporate
CUST-00689,Jennifer,Willis,ryan25@example.com,001-327-424-7142x77095,1991-11-26,2024-07-03,Wealth
CUST-00690,Christopher,Munoz,thompsoncurtis@example.org,515-319-1533x29185,1968-05-10,2023-08-06,Retail
CUST-00691,Roy,Phelps,frederickramsey@example.org,001-890-242-2442,1990-10-16,2024-12-28,Wealth
CUST-00692,Michael,Daniels,ryanpenny@example.net,001-278-673-6906x28582,2000-04-14,2021-08-06,Corporate
CUST-00693,Brittany,Jones,rbryan@example.com,001-753-395-4517x16424,2006-10-09,2024-02-06,Wealth
CUST-00694,Diane,Powell,ricardolopez@example.org,(469)302-6264x2480,1975-11-23,2022-06-27,Corporate
CUST-00695,Caroline,Alexander,vancepamela@example.net,991-693-1792x83855,1965-04-15,2026-01-31,Wealth
CUST-00696,Anna,Gonzalez,lisa07@example.com,789.936.7348x77587,1958-05-30,2026-01-08,Wealth
CUST-00697,Brandon,Koch,mmorrison@example.net,208-970-3153x109,1953-09-06,2021-11-24,Wealth
CUST-00698,Charles,Davenport,simsshirley@example.net,(816)995-6099x0647,1950-11-09,2024-06-03,Wealth
CUST-00699,Kathryn,Johnson,sandersjason@example.org,+1-902-290-0542x8405,1970-07-23,2023-04-01,Corporate
CUST-00700,Luke,Singleton,zroberts@example.org,(284)840-6011,1952-11-11,2021-12-12,Retail
CUST-00701,Amy,Ruiz,amanda76@example.com,(869)814-3792x00082,1978-02-27,2023-08-26,Retail
CUST-00702,Angela,Cook,andradecarlos@example.com,001-942-516-6199x1655,1975-02-21,2021-09-13,Retail
CUST-00703,Jeremy,Payne,ellenmunoz@example.net,870.751.8972x76005,1950-04-02,2024-06-08,Corporate
CUST-00704,Mackenzie,Ortiz,kbarton@example.org,(805)886-3397,1948-04-04,2025-07-02,Wealth
CUST-00705,Tamara,Jones,dominique39@example.com,536-717-6636,1937-04-29,2021-04-22,Retail
CUST-00706,Charlene,Caldwell,yfrey@example.net,(302)518-7569,1965-06-02,2023-06-26,Wealth
CUST-00707,Anthony,Villarreal,sandra35@example.com,(722)431-5952,1963-01-16,2022-09-28,Wealth
CUST-00708,Nathan,Cantu,matthewdavis@example.com,398-766-6665,1965-11-14,2023-03-16,Wealth
CUST-00709,David,Griffin,dannymahoney@example.com,+1-678-821-9307x52824,1955-06-28,2024-05-30,Corporate
CUST-00710,Donna,White,ellismary@example.com,762.234.6263x7885,1939-08-11,2021-06-26,Retail
CUST-00711,Madeline,Meyers,cannonchristine@example.net,292-990-8278x614,1997-10-19,2022-02-04,Wealth
CUST-00712,George,Davis,ayalalarry@example.com,001-439-884-1067x7937,1935-09-14,2021-08-04,Retail
CUST-00713,Katherine,Johnson,everettrobert@example.net,+1-402-239-4839x474,1953-08-05,2025-10-24,Wealth
CUST-00714,Lisa,Hartman,zunigadawn@example.com,+1-792-874-1173x7144,1991-11-22,2021-09-17,Wealth
CUST-00715,Jeffrey,Johnson,jamesblake@example.net,001-867-902-6000x199,1996-12-22,2024-01-03,Corporate
CUST-00716,John,Vazquez,matthew18@example.net,9672689732,1941-11-29,2023-07-19,Wealth
CUST-00717,John,Huff,matthewfisher@example.com,4023853792,1938-08-16,2023-01-30,Retail
CUST-00718,Taylor,Peterson,rachel56@example.net,867-567-0482x5929,1973-12-08,2025-05-16,Retail
CUST-00719,Olivia,Sherman,thomasmark@example.com,001-420-673-7337x686,1998-07-15,2021-09-29,Retail
CUST-00720,Tara,Hinton,iaguilar@example.com,231-663-5420x9971,1988-04-27,2025-03-25,Wealth
CUST-00721,Shelly,Copeland,adamsgrant@example.org,001-978-465-3144x08614,1982-06-18,2023-08-27,Retail
CUST-00722,Samantha,Conner,dustinstewart@example.org,935-258-3679x9190,1938-02-10,2026-02-19,Retail
CUST-00723,Samantha,Webb,jessica87@example.com,337-220-1817x7764,2006-06-14,2022-08-02,Corporate
CUST-00724,Hector,Coffey,zblair@example.org,4117310603,1954-06-20,2023-01-11,Retail
CUST-00725,Daniel,Allen,janet41@example.net,776-563-0780x552,1981-12-08,2024-05-10,Retail
CUST-00726,Elizabeth,Bell,hmoore@example.org,(254)878-0213x920,1989-09-24,2025-05-26,Wealth
CUST-00727,David,Marshall,kellygonzalez@example.org,389-518-7116x284,1991-07-24,2024-06-13,Retail
CUST-00728,Ashley,Walker,lindsayhatfield@example.org,250-684-4624,1948-10-04,2024-11-22,Wealth
CUST-00729,Caroline,Wallace,phillipmartinez@example.net,(393)315-4852x32279,1996-11-16,2025-08-08,Corporate
CUST-00730,Alexandra,Anderson,kristenhamilton@example.net,+1-373-933-7600x16805,2002-02-05,2023-07-02,Corporate
CUST-00731,Crystal,Schaefer,brendafrancis@example.org,5366484481,1973-07-25,2023-10-08,Wealth
CUST-00732,Alex,Curtis,thomas82@example.com,636-358-1715x81284,2007-12-08,2022-01-27,Retail
CUST-00733,Mitchell,Allen,kanderson@example.com,356.522.1184x947,1996-01-19,2024-02-29,Retail
CUST-00734,Ruben,Barrett,jennifer21@example.com,+1-548-980-0602,1976-04-05,2024-08-14,Retail
CUST-00735,Jennifer,Murphy,usmith@example.net,+1-578-844-5509x019,1937-10-08,2025-08-14,Wealth
CUST-00736,Brent,Fowler,williamsmatthew@example.org,001-613-881-8376x630,1949-06-23,2023-12-17,Retail
CUST-00737,Jessica,Newton,sullivandanielle@example.org,593-872-5194,1980-02-15,2024-02-15,Retail
CUST-00738,Carlos,Mitchell,pittmandiane@example.net,001-254-492-6351x37270,1949-06-12,2025-12-05,Retail
CUST-00739,David,Lee,kramirez@example.com,839.643.7970x7507,1972-03-06,2023-12-12,Wealth
CUST-00740,Jasmine,Brock,srich@example.net,(311)870-3350x1523,2004-08-20,2024-03-14,Corporate
CUST-00741,Sherry,Garza,kimberlyfrazier@example.com,643.777.1856,1970-03-04,2025-09-26,Corporate
CUST-00742,Adam,Mills,angela99@example.org,441.872.6185,1936-12-24,2023-06-03,Retail
CUST-00743,Kenneth,Smith,srichard@example.com,(378)323-1023x5463,1950-08-14,2023-09-18,Wealth
CUST-00744,Julie,Gordon,michellenelson@example.net,(493)691-1822x041,1939-01-09,2022-01-20,Retail
CUST-00745,Don,Jackson,sandra16@example.org,(622)403-5822x67715,1957-04-02,2022-10-26,Wealth
CUST-00746,Jessica,Phillips,cameron94@example.com,(557)238-4185x9939,1961-10-08,2023-11-23,Corporate
CUST-00747,Joan,Alvarez,steven03@example.net,437.311.5531x034,1937-06-03,2024-04-17,Wealth
CUST-00748,Christine,Miller,pattersonchristine@example.com,983.826.6976x389,2001-06-07,2023-01-03,Corporate
CUST-00749,Matthew,Smith,omorris@example.org,289-919-2668x27505,1963-04-28,2022-06-10,Corporate
CUST-00750,Jeffrey,Miller,pramirez@example.com,5742713448,2006-10-03,2021-11-07,Corporate
CUST-00751,Aaron,Bruce,stephen97@example.com,303.508.4660x827,1956-06-07,2022-03-20,Corporate
CUST-00752,Jennifer,Sanders,joseph26@example.org,(726)581-1632x40619,1994-12-18,2025-12-15,Retail
CUST-00753,Teresa,Smith,thomas53@example.com,946.604.8218,1938-08-28,2023-05-05,Wealth
CUST-00754,Joy,Curry,coopervalerie@example.org,930-373-4020,1976-12-19,2026-02-10,Retail
CUST-00755,Mikayla,Cobb,patrickdixon@example.org,+1-826-458-2549x116,1976-04-05,2024-03-02,Wealth
CUST-00756,Brittany,Trujillo,taylormary@example.com,822.228.2569,1959-02-27,2021-06-07,Wealth
CUST-00757,Aaron,Mayer,nguyenlindsay@example.org,666.324.3475x343,1958-07-01,2023-10-04,Retail
CUST-00758,Brittany,Lowe,xdixon@example.com,800-707-6377,1967-09-09,2025-03-08,Retail
CUST-00759,David,Brown,frank15@example.net,001-621-654-4724x63742,1994-07-20,2023-05-02,Retail
CUST-00760,Tamara,Clark,melissarangel@example.net,344-375-4084,1987-11-22,2021-08-22,Wealth
CUST-00761,Kyle,English,robert09@example.net,+1-659-976-7992x1605,1978-07-28,2026-01-13,Corporate
CUST-00762,Angela,Martin,camposkristy@example.net,452-602-2081x918,1953-02-23,2025-06-13,Retail
CUST-00763,Robin,Gibson,uperry@example.net,395-646-0138,1986-12-16,2023-12-27,Retail
CUST-00764,Alan,Jones,kellylaura@example.org,7077327432,1942-07-15,2022-04-07,Corporate
CUST-00765,Frank,Fox,susanjohnson@example.com,544.822.7552x7615,2006-06-05,2022-07-19,Wealth
CUST-00766,Patricia,Cox,malonewilliam@example.com,+1-375-987-1453x44868,1937-06-19,2021-06-06,Corporate
CUST-00767,Joan,Bautista,thomaswolf@example.org,930.242.3809,1967-12-29,2021-11-21,Retail
CUST-00768,Diane,Torres,bbecker@example.net,565-477-5803x56256,1949-02-13,2024-10-20,Wealth
